movie_ID,IMDB_ID,title,vote_average,vote_count,status,Release Date,Budget,Revenue,Popularity,Runtime,Language,Genres,Production Companies,Director,Top Cast,Keywords
27205,tt1375666,Inception,8.369,37309,Released,2010-07-15,160000000,839030630,26.3533,148,en,"Action, Science Fiction, Adventure","Legendary Pictures, Syncopy, Warner Bros. Pictures",Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe","rescue, mission, dreams, airplane, paris, france, virtual reality, kidnapping, philosophy, spy, allegory, manipulation, car crash, heist, memory, architecture, los angeles, california, dream world, subconscious, awestruck, complicated, powerful"
157336,tt0816692,Interstellar,8.453,36903,Released,2014-11-05,165000000,746606706,44.7344,169,en,"Adventure, Drama, Science Fiction","Legendary Pictures, Syncopy, Lynda Obst Productions",Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Michael Caine","rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, hibernation, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, curious, space adventure, shocking, time paradox, cryonics, father daughter relationship, 2060s, cornfield, time manipulation"
155,tt0468569,The Dark Knight,8.519,33688,Released,2008-07-16,185000000,1004558444,34.4859,152,en,"Drama, Action, Crime, Thriller","Warner Bros. Pictures, Legendary Pictures, Syncopy, DC",Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart","joker, sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir, bold"
19995,tt0499549,Avatar,7.588,32126,Released,2009-12-15,237000000,2923706026,32.3911,162,en,"Action, Adventure, Fantasy, Science Fiction","Dune Entertainment, Lightstorm Entertainment, 20th Century Fox, Ingenious Media",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver","paraplegic, attachment to nature, culture clash, indigenous, space travel, space colony, tribe, alien planet, distant future, marine, battle, love affair, scientist, nature, native peoples, power relations, curious, tribal customs, tribal people, tribal chief, deity, cryonics, spiritual community, 22nd century, save the planet, racial discrimination, soldiers, loving, compassionate"
24428,tt0848228,The Avengers,7.735,31521,Released,2012-04-25,220000000,1518815515,35.1429,143,en,"Science Fiction, Action, Adventure",Marvel Studios,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo","new york city, superhero, shield, based on comic, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
293660,tt1431045,Deadpool,7.622,31501,Released,2016-02-09,58000000,782837347,17.4256,108,en,"Action, Adventure, Comedy","20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment",Tim Miller,"Ryan Reynolds, Morena Baccarin, Ed Skrein","superhero, anti hero, mercenary, based on comic, aftercreditsstinger, duringcreditsstinger"
299536,tt4154756,Avengers: Infinity War,8.235,30394,Released,2018-04-25,300000000,2052415039,34.0939,149,en,"Adventure, Action, Science Fiction",Marvel Studios,Joe Russo,"Robert Downey Jr., Chris Evans, Chris Hemsworth","sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, superhero team, aftercreditsstinger, marvel cinematic universe (mcu), cosmic"
550,tt0137523,Fight Club,8.438,30118,Released,1999-10-15,63000000,100853753,26.8296,139,en,Drama,"Fox 2000 Pictures, Regency Enterprises, Linson Entertainment, 20th Century Fox, Taurus Film",David Fincher,"Edward Norton, Brad Pitt, Helena Bonham Carter","dual identity, rage and hate, based on novel or book, nihilism, fight, support group, dystopia, insomnia, alter ego, breaking the fourth wall, split personality, quitting a job, dissociative identity disorder, self destructiveness"
118340,tt2015381,Guardians of the Galaxy,7.904,28424,Released,2014-07-30,170000000,772776600,9.4612,121,en,"Action, Science Fiction, Adventure",Marvel Studios,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista","spacecraft, based on comic, space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
680,tt0110912,Pulp Fiction,8.49,28539,Released,1994-09-10,8000000,213928762,24.5413,154,en,"Thriller, Crime","Miramax, A Band Apart, Jersey Films",Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman","drug dealer, boxer, massage, stolen money, briefcase, crime boss, redemption, heirloom, dance competition, los angeles, california, theft, blunt, nonlinear timeline, multiple storylines, aggressive, neo-noir, philosophical, grand, ambiguous, vibrant"
13,tt0109830,Forrest Gump,8.467,28073,Released,1994-06-23,55000000,677387716,23.0516,142,en,"Comedy, Drama, Romance","Paramount Pictures, The Steve Tisch Company, Wendy Finerman Productions",Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise","new year's eve, vietnam war, vietnam veteran, mentally disabled, friendship, usa president, washington dc, usa, post-traumatic stress disorder (ptsd), waitress, based on novel or book, hippie, single parent, parent child relationship, optimism, 1970s, drug addiction, autism, alabama, black panther party, bus stop, family relationships, chameleon, single mother, military, anti war protest, 1960s, college american football, mother son relationship, america, feel-good"
671,tt0241527,Harry Potter and the Philosopher's Stone,7.902,28092,Released,2001-11-16,125000000,976475550,32.5775,152,en,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures",Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, child hero, school of witchcraft, chosen one, school, ghost, fantasy world, wizard, based on young adult novel, owl, joyous, enchant"
1726,tt0371746,Iron Man,7.649,26857,Released,2008-04-30,140000000,585174222,25.9919,126,en,"Action, Science Fiction, Adventure","Marvel Studios, Marvel Entertainment, Fairview Entertainment",Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges","middle east, superhero, arms dealer, malibu, based on comic, aftercreditsstinger, marvel cinematic universe (mcu), counterterrorism, powerful"
68718,tt1853728,Django Unchained,8.183,26652,Released,2012-12-25,100000000,425368238,13.5017,165,en,"Drama, Western","The Weinstein Company, Columbia Pictures",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","rescue, friendship, bounty hunter, texas, slavery, plantation, rivalry, revenge, shootout, racism, kindness, dentist, django, slave trade, aftercreditsstinger, black slave, agreement, 19th century, chattanooga, german, cotton plantation, plantation owner, old west, western, 1850s, mississippi"
278,tt0111161,The Shawshank Redemption,8.707,28099,Released,1994-09-23,25000000,28341469,38.8609,142,en,"Drama, Crime",Castle Rock Entertainment,Frank Darabont,"Morgan Freeman, Tim Robbins, Bob Gunton","prison, friendship, police brutality, corruption, based on novel or book, freedom, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover"
299534,tt4154796,Avengers: Endgame,8.238,26214,Released,2019-04-24,356000000,2799439100,26.9856,181,en,"Adventure, Science Fiction, Action",Marvel Studios,Anthony Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo","superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship, awestruck, powerful, vibrant"
603,tt0133093,The Matrix,8.224,26245,Released,1999-03-31,63000000,463517383,30.7461,136,en,"Action, Science Fiction","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",Lana Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","man vs machine, martial arts, dreams, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, simulated reality , cyberpunk, dream world, messiah, action hero, gnosticism, awestruck, hopeful, allegory of the cave"
597,tt0120338,Titanic,7.905,25873,Released,1997-11-18,200000000,2264162353,37.215,194,en,"Drama, Romance","Paramount Pictures, 20th Century Fox, Lightstorm Entertainment",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","epic, ship, drowning, panic, shipwreck, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, love, tragedy, tragic love, disaster, historical fiction, class differences, love affair, historical event, lifeboat, star crossed lovers, sinking ship, steerage, rich snob, disaster movie, 1910s, sunken ship, romantic"
475557,tt7286456,Joker,8.139,26318,Released,2019-10-01,55000000,1078958629,19.7364,122,en,"Crime, Thriller, Drama","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films",Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz","dreams, street gang, society, psychopath, clown, villain, based on comic, murder, psychological thriller, criminal mastermind, mental illness, anarchy, character study, clown makeup, subway train, social realism, supervillain, tv host, 1980s, mother son relationship, origin story, falling into madness, frightened, pretentious"
120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,8.4,25849,Released,2001-12-18,93000000,871368364,28.4475,179,en,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","based on novel or book, orcs, elves, dwarf, magic, obsession, bravery, fireworks, mine, maze, mountain, castle, birthday party, battle, demon, blizzard, uncle nephew relationship, fantasy world, journey, ring, invisibility, live action and animation, hero's journey, wraith, sword and sorcery, trekking, loving, good versus evil, creatures, admiring, appreciative, epic quest, hobbits, trolls"
122,tt0167260,The Lord of the Rings: The Return of the King,8.482,24940,Released,2003-12-17,94000000,1118888979,25.4173,201,en,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","army, based on novel or book, orcs, elves, dwarf, magic, kingdom, obsession, bravery, affectation, castle, volcano, giant spider, sequel, honor, king, brutality, madness, split personality, fantasy world, wizard, epic battle, journey, ring, quest, live action and animation, hero's journey, high fantasy, wraith, sword and sorcery, power madness, great war, trekking, loving, good versus evil, sword making, war, creatures, epic quest, winged creatures, hobbits, armies, spirits, army of the dead"
11324,tt1130884,Shutter Island,8.201,24409,Released,2010-02-14,80000000,294804195,20.4984,138,en,"Drama, Thriller, Mystery","Paramount Pictures, Phoenix Pictures, Sikelia Productions, Appian Way",Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley","island, based on novel or book, hurricane, investigation, u.s. marshal, conspiracy theory, psychiatric hospital, psychological thriller, whodunit, neo-noir, 1950s, dreary, tense, baffled"
106646,tt0993846,The Wolf of Wall Street,8.03,24479,Released,2013-12-25,100000000,392000000,21.9176,180,en,"Crime, Drama, Comedy","Red Granite Pictures, Appian Way, Sikelia Productions, EMJAG Productions",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie","corruption, based on novel or book, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, cynical, stripping, hedonism, decadence, taunting, corrupt, shocking, 1980s, sharemarket fraud, desire for fame, financial market, fame-seeking, black monday, cautionary, hilarious, audacious, callous, disrespectful, sarcastic, based on real person"
99861,tt2395427,Avengers: Age of Ultron,7.271,23350,Released,2015-04-22,365000000,1405403694,17.9154,141,en,"Action, Adventure, Science Fiction",Marvel Studios,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo","artificial intelligence (a.i.), saving the world, superhero, based on comic, sequel, vision, superhero team, creator, super villain, duringcreditsstinger, marvel cinematic universe (mcu), fictitious country, complex, evil robot, good versus evil"
271110,tt3498820,Captain America: Civil War,7.445,23044,Released,2016-04-27,250000000,1155046416,16.3621,147,en,"Adventure, Action, Science Fiction",Marvel Studios,Joe Russo,"Chris Evans, Robert Downey Jr., Scarlett Johansson","superhero, based on comic, sequel, super soldier, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), angry, superhero teamup, bitter"
49026,tt1345836,The Dark Knight Rises,7.784,23114,Released,2012-07-17,250000000,1081041287,14.4629,165,en,"Action, Crime, Drama, Thriller","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",Christopher Nolan,"Christian Bale, Gary Oldman, Tom Hardy","airplane, fight, burglar, hostage, secret identity, crime fighter, superhero, villainess, time bomb, based on comic, cover-up, vigilante, tragic hero, mobile, terrorism, destruction, fighting, criminal underworld, cat burglar, flood"
68721,tt1300854,Iron Man 3,6.929,22483,Released,2013-04-18,200000000,1215577205,13.8362,130,en,"Action, Adventure, Science Fiction",Marvel Studios,Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","california, war on terror, superhero, malibu, based on comic, tennessee, billionaire, aftercreditsstinger, marvel cinematic universe (mcu), christmas, america, suspenseful"
284054,tt1825683,Black Panther,7.373,22493,Released,2018-02-13,200000000,1349926083,17.6657,135,en,"Action, Adventure, Science Fiction",Marvel Studios,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","africa, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)"
284052,tt1211837,Doctor Strange,7.418,22449,Released,2016-10-25,180000000,676343174,14.2836,115,en,"Action, Adventure, Fantasy",Marvel Studios,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","magic, superhero, training, time, based on comic, sorcerer, doctor, neurosurgeon, wizard, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), suspenseful"
76341,tt1392190,Mad Max: Fury Road,7.621,22993,Released,2015-05-13,150000000,378858340,19.7331,121,en,"Action, Adventure, Science Fiction","Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult","rescue, future, australia, chase, dystopia, post-apocalyptic future, survival, on the run, on the road, desert, convoy, peak oil, dark future, car, suspenseful, intense, awestruck, commanding, hopeful"
16869,tt0361748,Inglourious Basterds,8.216,22730,Released,2009-08-02,70000000,321457747,16.1879,153,en,"Drama, Thriller, War","Universal Pictures, The Weinstein Company, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica",Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz","guerrilla warfare, swastika, paris, france, nazi, self sacrifice, sadism, dynamite, mexican standoff, world war ii, jew persecution, masochism, anti-semitism, german occupation of france, british politics, revisionist history, candid, adolf hitler, amused, dubious"
70160,tt1392170,The Hunger Games,7.215,22286,Released,2012-03-12,75000000,694394724,12.3491,142,en,"Science Fiction, Adventure, Fantasy","Lionsgate, Color Force",Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","based on novel or book, revolution, dystopia, female protagonist, bow and arrow, game, archery, death match, survival competition, forced to kill, based on young adult novel"
315635,tt2250912,Spider-Man: Homecoming,7.3,22125,Released,2017-07-05,175000000,880166924,16.9645,133,en,"Action, Adventure, Science Fiction, Drama","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr.","high school, new york city, washington dc, usa, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), excited"
672,tt0295297,Harry Potter and the Chamber of Secrets,7.709,22441,Released,2002-11-13,100000000,876688482,24.2262,161,en,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, 1492 Pictures, MIRACLE Productions",Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, flying car, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, ghost, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel"
283995,tt3896198,Guardians of the Galaxy Vol. 2,7.612,21883,Released,2017-04-19,200000000,863756051,12.1501,137,en,"Science Fiction, Adventure, Action",Marvel Studios,James Gunn,"Chris Pratt, Zoe Saldaña, Dave Bautista","superhero, based on comic, sequel, misfit, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), egotistical"
121,tt0167261,The Lord of the Rings: The Two Towers,8.4,22455,Released,2002-12-18,79000000,926287400,19.2589,179,en,"Adventure, Fantasy, Action","New Line Cinema, WingNut Films, The Saul Zaentz Company",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","mission, army, based on novel or book, orcs, elves, dwarf, magic, obsession, bravery, castle, reincarnation, sequel, battle, brutality, guide, split personality, marsh, fantasy world, wizard, journey, ring, live action and animation, hero's journey, high fantasy, wraith, sword and sorcery, trekking, evil spell, good versus evil, creatures, trees, admiring, apologetic, enchant, winged creatures, hobbits"
1771,tt0458339,Captain America: The First Avenger,7.0,21751,Released,2011-07-22,140000000,370569774,10.0016,124,en,"Action, Adventure, Science Fiction","Marvel Studios, Marvel Entertainment",Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan","new york city, nazi, superhero, world war ii, heroism, shield, based on comic, super soldier, period drama, brooklyn, new york city, aftercreditsstinger, marvel cinematic universe (mcu), origin story, soldiers, war, celebratory, excited, hopeful"
297761,tt1386697,Suicide Squad,5.918,21343,Released,2016-08-03,175000000,749200054,7.8955,122,en,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, DC Films, Atlas Entertainment",David Ayer,"Will Smith, Jared Leto, Margot Robbie","secret mission, superhero, anti hero, villain, supervillain, dc extended universe (dceu)"
673,tt0304141,Harry Potter and the Prisoner of Azkaban,8.011,22024,Released,2004-05-31,130000000,789804554,21.6629,141,en,"Adventure, Fantasy","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited",Alfonso Cuarón,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, ghost, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell"
10195,tt0800369,Thor,6.769,21434,Released,2011-04-21,150000000,449326618,12.5372,115,en,"Adventure, Fantasy, Action","Marvel Studios, Marvel Entertainment",Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston","new mexico, superhero, redemption, banishment, based on comic, brother against brother, norse mythology, aftercreditsstinger, marvel cinematic universe (mcu), worlds collide, god of thunder, fantasy, egotistical"
10138,tt1228705,Iron Man 2,6.848,21355,Released,2010-04-28,200000000,623933331,18.0441,124,en,"Adventure, Action, Science Fiction","Marvel Studios, Fairview Entertainment, Marvel Entertainment",Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle","technology, superhero, malibu, based on comic, revenge, aftercreditsstinger, marvel cinematic universe (mcu), break out"
272,tt0372784,Batman Begins,7.712,21362,Released,2005-06-10,150000000,374218673,11.7186,140,en,"Action, Crime, Drama","Warner Bros. Pictures, DC, Syncopy, Legendary Pictures, Patalex III Productions Limited",Christopher Nolan,"Christian Bale, Michael Caine, Liam Neeson","martial arts, undercover, loss of loved one, secret identity, crime fighter, superhero, based on comic, rivalry, ninja, vigilante, tragic hero, super power, haunted by the past, evil doctor, master villain, unfulfilled love, inspirational"
284053,tt3501632,Thor: Ragnarok,7.585,21049,Released,2017-10-02,180000000,855301806,15.5464,131,en,"Action, Adventure, Science Fiction",Marvel Studios,Taika Waititi,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston","superhero, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), norse god, loki"
150540,tt2096673,Inside Out,7.91,22405,Released,2015-06-17,175000000,857611174,29.6983,95,en,"Animation, Family, Adventure, Drama, Comedy","Pixar, Walt Disney Pictures",Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind","dreams, san francisco, california, minnesota, sadness, cartoon, disgust, ice hockey, imaginary friend, elementary school, family relationships, memory, fear, family, anger, unicorn, running away, duringcreditsstinger, emotions, philosophical, joy"
135397,tt0369610,Jurassic World,6.693,20628,Released,2015-06-06,150000000,1671537444,19.2426,124,en,"Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan","island, primal fear, escape, velociraptor, dna, tyrannosaurus rex, animal attack, sequel, dinosaur, creature, park, amusement park, theme park, genetic engineering, raptor, animal horror, mosasaurus"
807,tt0114369,Se7en,8.375,21597,Released,1995-09-22,33000000,327311859,21.6943,127,en,"Crime, Mystery, Thriller","New Line Cinema, Juno Pix, Arnold Kopelson Productions",David Fincher,"Morgan Freeman, Brad Pitt, Gwyneth Paltrow","rage and hate, police, s.w.a.t., sadism, self-fulfilling prophecy, psychopath, detective, investigation, insomnia, murder, serial killer, religion, shootout, corpse, macabre, seven deadly sins, depravity, neo-noir, sinister, ambiguous, ominous, seven: los siete pecados capitales"
674,tt0330373,Harry Potter and the Goblet of Fire,7.802,21098,Released,2005-11-16,150000000,895921036,21.5508,157,en,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited",Mike Newell,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, dying and death, based on novel or book, magic, boarding school, world cup, maze, mermaid, school of witchcraft, black magic, chosen one, sequel, vision, school, tournament, dragon, ghost, wizard, teenage hero, mysterious, christmas, based on young adult novel"
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,7.808,21040,Released,2003-07-09,140000000,655011224,24.3734,143,en,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films",Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom","blacksmith, gold, exotic island, governor, skeleton, jamaica, british empire, pirate, swashbuckler, 18th century, caribbean sea, aftercreditsstinger, pirate ship, british navy, tortuga, based on theme park ride"
12445,tt1201607,Harry Potter and the Deathly Hallows: Part 2,8.087,20941,Released,2011-07-12,125000000,1341511219,18.303,130,en,"Fantasy, Adventure","Warner Bros. Pictures, Heyday Films",David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint","witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, ghost, wizard, teenage hero, mysterious, christmas, based on young adult novel, good versus evil"
11,tt0076759,Star Wars,8.203,21042,Released,1977-05-25,11000000,775398007,17.8608,121,en,"Adventure, Action, Science Fiction","Lucasfilm Ltd., 20th Century Fox",George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher","empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, rescue mission, space, planet, desert, super power, oppression, space opera, wizard, totalitarianism"
297762,tt0451279,Wonder Woman,7.216,20156,Released,2017-05-30,149000000,823970682,10.9753,141,en,"Action, Adventure, Fantasy","Atlas Entertainment, Cruel & Unusual Films, DC Films",Patty Jenkins,"Gal Gadot, Chris Pine, Connie Nielsen","island, hero, strong woman, world war i, empowerment, superhero, feminism, greek mythology, based on comic, female protagonist, period drama, super power, heroine, woman director, female empowerment, 1910s, dc extended universe (dceu)"
14160,tt1049413,Up,7.957,20559,Released,2009-05-28,175000000,735099082,18.4252,96,en,"Animation, Comedy, Family, Adventure",Pixar,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai","central and south america, age difference, villain, balloon, travel, dog, duringcreditsstinger, pets, exploring, senior, sentimental"
102899,tt0478970,Ant-Man,7.071,20001,Released,2015-07-14,130000000,519311965,9.2461,117,en,"Science Fiction, Action, Adventure",Marvel Studios,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly","superhero, ant, master thief, shrinking, based on comic, heist, miniaturization, mentor protégé relationship, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), overprotective father, father daughter relationship, good versus evil, robbery gang, supersize"
238,tt0068646,The Godfather,8.686,21304,Released,1972-03-14,6000000,245066411,43.6347,175,en,"Drama, Crime","Paramount Pictures, Alfran Productions",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan","based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, aggressive, 1940s, 1950s, mafia war, vindictive, tense, admiring, audacious, familiar"
286217,tt3659388,The Martian,7.688,20086,Released,2015-09-30,108000000,631058917,11.8009,141,en,"Drama, Adventure, Science Fiction","Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions",Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig","spacecraft, planet mars, based on novel or book, nasa, isolation, botanist, alone, survival, space, engineering, stranded, astronaut, struggle for survival, duringcreditsstinger, deep space, potatoes, 2030s, mars, awestruck, defiant"
105,tt0088763,Back to the Future,8.318,20416,Released,1985-07-03,19000000,381109762,13.9633,116,en,"Adventure, Comedy, Science Fiction","Universal Pictures, Amblin Entertainment",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Crispin Glover","flying car, race against time, clock tower, car race, lightning, guitar, plutonium, inventor, journey in the past, invention, time travel, bullying, mad scientist, love, fish out of water, terrorism, teenage love, destiny, nostalgic, hidden identity, teenage life, changing the past or future, 1950s, suspenseful, amused, exhilarated, optimistic, cientifico loco"
140607,tt2488496,Star Wars: The Force Awakens,7.3,19667,Released,2015-12-15,245000000,2068223624,13.0107,136,en,"Adventure, Action, Science Fiction","Lucasfilm Ltd., Bad Robot",J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher","android, spacecraft, space opera, requel"
634649,tt10872600,Spider-Man: No Way Home,7.946,20666,Released,2021-12-15,200000000,1921847111,30.3377,148,en,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch","new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, sequel, vigilante, superhero team, masked vigilante, spider web, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), fight for justice, teen superhero, superhero teamup, returning hero, crossover, teamwork, admiring"
675,tt0373889,Harry Potter and the Order of the Phoenix,7.674,19813,Released,2007-07-08,150000000,938212738,23.3731,138,en,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films",David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, dying and death, court, magic, prophecy, loss of loved one, professor, supernatural, child hero, school of witchcraft, black magic, sorcery, occult, ghost, wizard, christmas, scholar, mystical land, ministry, based on young adult novel"
767,tt0417741,Harry Potter and the Half-Blood Prince,7.684,19795,Released,2009-07-15,250000000,933959197,16.396,153,en,"Adventure, Fantasy","Warner Bros. Pictures, Heyday Films",David Yates,"Daniel Radcliffe, Rupert Grint, Emma Watson","witch, dying and death, london, england, magic, school of witchcraft, sequel, apparition, curse, teenage crush, school, werewolf, teenage love, luck, ghost, wizard, secret past, mysterious, christmas, based on young adult novel"
263115,tt3315342,Logan,7.82,19551,Released,2017-02-28,97000000,619021436,12.2227,137,en,"Action, Drama, Science Fiction","Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",James Mangold,"Hugh Jackman, Dafne Keen, Patrick Stewart","future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic, sequel, super power, neo-western, troubled past, aging superhero, life on the margin, dramatic, antagonistic, dignified"
12,tt0266543,Finding Nemo,7.816,19577,Released,2003-05-30,94000000,940335536,20.5556,100,en,"Animation, Family",Pixar,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould","fish, sydney, australia, parent child relationship, anthropomorphism, harbor, underwater, shark, pelican, fish tank, great barrier reef, sea turtle, missing child, aftercreditsstinger, duringcreditsstinger, short-term memory loss, clownfish, father son reunion, protective father, melodramatic"
