id,video_id,video_title,channel,text,author,published_at,like_count,compound_sentiment,positive_sentiment,neutral_sentiment,negative_sentiment,anger_emotion,disgust_emotion,fear_emotion,joy_emotion,neutral_emotion,sadness_emotion,surprise_emotion
UgxN6ZCJqvRVvxeqvZV4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Pods. Lost identities disorder, you all need psych wards. Like I am Sharoon u say not Jesus. Bruce Wayne says he’s Batman and so forth say the others behind the masks. So today I am Israel 🇮🇱",@sharoonjoseph,2025-04-02T16:19:33Z,0,-0.6394014358520508,0.024843936786055565,0.310910701751709,0.6642453670501709,0.007466861046850681,0.0018295581685379148,0.011465159244835377,0.020162329077720642,0.5576058626174927,0.2669850289821625,0.13448524475097656
UgzvJAXQ0Wfijg2Id3h4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,The birth of man,@greengoblin4391,2025-03-30T07:32:19Z,0,0.10941607505083084,0.19274117052555084,0.723933756351471,0.08332509547472,0.023523567244410515,0.017304107546806335,0.16307169198989868,0.13386772572994232,0.1888800412416458,0.025192741304636,0.4481601119041443
UgyyqZcpjenmS_VyOgd4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,The best Is Barry allen,@maxim_67,2025-03-29T10:21:41Z,0,0.9656295776367188,0.9687645435333252,0.028100518509745598,0.0031349421478807926,0.0033944440074265003,0.001807985594496131,0.0007775759440846741,0.7316743731498718,0.2047153115272522,0.012239078991115093,0.045391350984573364
Ugz1CInpWN85b4imQUx4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,You owe me 144 minute of lifetime and new eyes,@Aibek_99,2025-03-27T14:31:07Z,0,0.10307085514068604,0.23381748795509338,0.6354358792304993,0.13074663281440735,0.0073988609947264194,0.0024644683580845594,0.0013174469349905849,0.049200281500816345,0.8605142831802368,0.011367804370820522,0.06773682683706284
Ugy8rdyHWJE7i_vvAxd4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Everthing else is good in this movie, except for the flash. 🙂",@mahmudgoku,2025-03-22T00:56:42Z,0,0.875270426273346,0.8895434141159058,0.09618359804153442,0.01427300926297903,0.005534057505428791,0.005837913136929274,0.0012373131467029452,0.3964534103870392,0.4534046947956085,0.01782918907701969,0.1197035014629364
Ugz0jjH5oIiL11zOlYB4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Hearing the Batman theme and Michael saying “I’m Batman” made me hyped and Nostalgic on all levels, but when the movie came out, I gave acclaim to Keaton, but it was a Big DCEU letdown. I only liked the movie because of Him returning 35 years later, and the cameos",@Rivera-c1e,2025-03-15T21:52:14Z,1,0.7438140511512756,0.7730796337127686,0.19765476882457733,0.02926556207239628,0.021028265357017517,0.0006703156977891922,0.014223093166947365,0.6407739520072937,0.021681707352399826,0.12957653403282166,0.17204611003398895
Ugy72eMahr2WmOrRDLd4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,Is that Sheldon from big bang theory?,@Stephanie-o3s,2025-03-15T17:33:14Z,0,0.07992725074291229,0.11520959436893463,0.8495081067085266,0.03528234362602234,0.007482157088816166,0.004099786281585693,0.0028961256612092257,0.0033934512175619602,0.4031750559806824,0.018229970708489418,0.5607234835624695
UgyealohYvq879v0ugt4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,1:40 this image has done irreperable damage to the internet,@ralzeisuperawesome,2025-03-10T01:54:00Z,2,-0.8876854181289673,0.008493166416883469,0.0953282043337822,0.8961786031723022,0.43218982219696045,0.25893154740333557,0.024305066093802452,0.0026069737505167723,0.1698828637599945,0.10210391879081726,0.009979860857129097
UgyjJ6pkSzSjGq3EWll4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"8.5 / 10 🍿 🥤 
Good Action , Good Storyline, Good Characters, Good Visuals , Funny , Entertaining 🍿 🥤",@god2811,2025-03-06T12:41:48Z,1,0.9576924443244934,0.9648197293281555,0.028052950277924538,0.007127280812710524,0.0021793758496642113,0.0017937772208824754,0.0007708758348599076,0.9429969787597656,0.03248193860054016,0.005793783813714981,0.013983267359435558
UgweN5OuXdJYbS7JWk14AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,I heard zero reviews about this movie,@lglg1039,2025-02-23T05:42:02Z,0,-0.6523365378379822,0.040087632834911346,0.2674882113933563,0.6924241781234741,0.05797957628965378,0.0019186179852113128,0.006379838567227125,0.07270435988903046,0.015896296128630638,0.533455491065979,0.311665803194046
Ugx_6TisnwJZzKPY00B4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Trailer:🔥🔥💯💯
Movie:👎👎🚮",@CookieBlunt101,2025-02-18T01:32:38Z,4,0.10042453557252884,0.12490084022283554,0.8506227731704712,0.0244763046503067,0.007836699485778809,0.004930456634610891,0.042320284992456436,0.05574469640851021,0.5091040730476379,0.03878839313983917,0.3412753641605377
UgzVF5Tc0DADrsl9xH54AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,This is The One Movie I wish WBD Cancelled for a Tax Write off.,@The_Double_U,2025-02-17T21:41:03Z,1,-0.7999961376190186,0.027014855295419693,0.14597423374652863,0.827010989189148,0.0010127101559191942,0.0012864064192399383,0.003695703810080886,0.006041067652404308,0.024270163848996162,0.9305794835090637,0.03311452642083168
UgzKiL2melyq1x3Wh4x4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,Did this movie ever come out,@SO_CAL_HOMIE,2025-02-12T02:50:01Z,0,-0.14869694411754608,0.03604451194405556,0.779214084148407,0.18474145233631134,0.007095239125192165,0.004840166307985783,0.0038515806663781404,0.004351719282567501,0.2077406942844391,0.01787853240966797,0.7542420625686646
UgzES9QntZouHMAwDKJ4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Michael Keaton, THE Batman.",@JimmyNumb,2025-02-08T16:13:04Z,0,0.17863143980503082,0.19905343651771545,0.7805246114730835,0.02042200230062008,0.010896960273385048,0.002325735753402114,0.0034908903762698174,0.03192611038684845,0.8656511306762695,0.02401292324066162,0.06169617176055908
UgwKFhJdQaMZA8c6JpZ4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,It’s almost been 2 years,@rickeitahardeman8162,2025-02-08T05:11:22Z,1,-0.09316349029541016,0.21671998500823975,0.47339650988578796,0.3098834753036499,0.009203270077705383,0.002790294121950865,0.023306354880332947,0.015217701904475689,0.3162652254104614,0.10713952779769897,0.5260775685310364
UgyKdoZLScT8SEz2VIN4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,Your Not Warner bros 2023 Is Warner bros 2021 Is End The Flash 2023,@WarnerBrosSplatter10Years,2025-02-06T14:35:59Z,0,-0.4254068434238434,0.03560096025466919,0.5033912658691406,0.4610078036785126,0.2416234314441681,0.0069792973808944225,0.02638888731598854,0.012930805794894695,0.4969494938850403,0.04959787428379059,0.1655302345752716
UgytXzNJPnZ_-nfdjSh4AaABAg,hebWYacbdvc,The Flash – Official Trailer,Warner Bros.,"Loved the movie so much. Ezra miller gave another incredible performance, though still perks of being a wallflower is his best. But to play two different Barry is not easy, but ezra Miller nailed it .",@BarryAllenTheFlash983,2025-02-04T04:40:28Z,0,0.9729962944984436,0.9774935245513916,0.018009250983595848,0.004497213754802942,0.0015964861959218979,0.0004334419500082731,0.0005932896165177226,0.9498628973960876,0.009550216607749462,0.009528323076665401,0.028435248881578445
