id,video_id,video_title,channel,text,author,published_at,like_count,compound_sentiment,positive_sentiment,neutral_sentiment,negative_sentiment,anger_emotion,disgust_emotion,fear_emotion,joy_emotion,neutral_emotion,sadness_emotion,surprise_emotion
UgynumluGtPpZZ3zcVp4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,Prasing the man makeing a boom that destroy villges filled of lives .....woow,@msgreat3648,2025-04-06T16:21:09Z,1,-0.7078301906585693,0.0454360730946064,0.20129770040512085,0.7532662749290466,0.13237476348876953,0.025792887434363365,0.09149365872144699,0.09022700786590576,0.18026915192604065,0.20638343691825867,0.2734590768814087
Ugzk41aldb7n5WOC66F4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,Oppenheimer 2023 Topic Thunder 2008 Robert Downey Jr. Ben stiller jack Black,@dansonpharmaceutical3608,2025-04-05T03:17:58Z,0,0.0556468591094017,0.12013307213783264,0.8153806924819946,0.06448621302843094,0.010652447119355202,0.0009197695180773735,0.003229250432923436,0.12281151860952377,0.4619203209877014,0.09521105885505676,0.305255651473999
UgxxPsQACvbWo-aSolF4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,Sir Christopher's next Manhattan Project will be an Odyssey of epic proportions...,@IsraelNowIsraelForever,2025-04-04T12:49:51Z,0,0.3365422785282135,0.43235039710998535,0.471841424703598,0.09580812603235245,0.007063102442771196,0.0012837252579629421,0.05118350312113762,0.1603226363658905,0.3903927803039551,0.045076172798871994,0.3446780741214752
UgwUlRet05XtdnrGBxp4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,"Japan surrendered when the Russians came down through Manchuria, not because of the 2 nukes.",@matt-rw6li,2025-04-04T09:52:59Z,0,-0.4688267707824707,0.018453869968652725,0.4942655563354492,0.48728063702583313,0.3381877839565277,0.06103125587105751,0.027384018525481224,0.022103022783994675,0.4484139382839203,0.08655623346567154,0.0163237527012825
UgwlVwYCoSZjmcDEWLl4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,Wow,@Torenoqop,2025-04-01T00:11:00Z,0,0.3926200568675995,0.5003095865249634,0.39200085401535034,0.10768952965736389,0.0035486225970089436,0.002489236881956458,0.013587170280516148,0.004256503190845251,0.012103548273444176,0.003366588382050395,0.9606483578681946
UgxduLf79rovCtdqz2l4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,I don't see any robo ?,@sharkpn1372,2025-03-30T02:08:32Z,0,-0.26065564155578613,0.03530893847346306,0.6687265038490295,0.2959645688533783,0.0079821040853858,0.00165035470854491,0.007552369963377714,0.012320788577198982,0.23374412953853607,0.08726479858160019,0.6494854092597961
Ugwv-3XXxFFTT2xoP694AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,I love this movie love from India🇮🇳,@sidddd9511,2025-03-25T11:19:49Z,2,0.980711817741394,0.9840824604034424,0.012546948157250881,0.0033706184476614,0.0015672401059418917,0.00028471503173932433,0.0006909231888130307,0.9816845059394836,0.001979992724955082,0.008152175694704056,0.005640488117933273
UgzSZHwxyJMQvWLK0td4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,Blockbuster movie🎥🍿,@sidddd9511,2025-03-25T11:19:23Z,3,0.39921653270721436,0.4201112687587738,0.5589939951896667,0.020894736051559448,0.014541688375175,0.00523554440587759,0.027207599952816963,0.08017924427986145,0.16595681011676788,0.0675751194357872,0.639303982257843
UgzXaSoZ5JQ9_usRoFF4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,My all time favorite movie❤ now i become death destroyer of the world lord krishan say...,@sidddd9511,2025-03-25T11:13:13Z,1,-0.1831601858139038,0.2505210340023041,0.3157977759838104,0.4336812198162079,0.10808427631855011,0.0013640435645356774,0.02802089788019657,0.6166024208068848,0.018608881160616875,0.18251216411590576,0.04480729252099991
UgyefoAduGcAXNWVOfd4AaABAg,uYPbbksJxIg,Oppenheimer | New Trailer,Universal Pictures,"Went to the theatre to see Oppenheimer 
Came back after seeing open hymen",@TimeX-v2s,2025-03-25T00:51:30Z,0,0.12009463459253311,0.12670230865478516,0.8666900396347046,0.006607674527913332,0.003335127839818597,0.002701063174754381,0.006286557298153639,0.7415351271629333,0.05579099431633949,0.020190458744764328,0.170160710811615
